GISAID_Country	FluNet_Country	Collection_Year_Month	Flunet_ISO_WEEK_STARTDATE	#GISAID_Samples	#FluNet_Cases	#FluNet_Cases/#GISAID_Samples	200_days_#FluNet_Cases/#GISAID_Samples	Smoothed_#FluNet_Cases/#GISAID_Samples	200_days_smoothed_#FluNet_Cases/#GISAID_Samples	Yearly_Median_#FluNet_Cases/#GISAID_Samples	Accession_IDs
unknown	unknown	2018-11	2018-11-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2018-12	2018-12-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-01	2019-01-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-02	2019-02-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-03	2019-03-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-04	2019-04-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-05	2019-05-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-06	2019-06-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-07	2019-07-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-08	2019-08-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-09	2019-09-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-10	2019-10-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-11	2019-11-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2019-12	2019-12-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-01	2020-01-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-02	2020-02-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-03	2020-03-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-04	2020-04-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-05	2020-05-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-06	2020-06-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-07	2020-07-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-08	2020-08-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-09	2020-09-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-10	2020-10-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-11	2020-11-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2020-12	2020-12-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-01	2021-01-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-02	2021-02-22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-03	2021-03-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-04	2021-04-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-05	2021-05-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-06	2021-06-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-07	2021-07-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-08	2021-08-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-09	2021-09-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-10	2021-10-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-11	2021-11-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2021-12	2021-12-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-01	2022-01-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-02	2022-02-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-03	2022-03-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-04	2022-04-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-05	2022-05-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-06	2022-06-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-07	2022-07-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-08	2022-08-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-09	2022-09-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-10	2022-10-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-11	2022-11-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2022-12	2022-12-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-01	2023-01-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-02	2023-02-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-03	2023-03-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-04	2023-04-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-05	2023-05-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-06	2023-06-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-07	2023-07-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-08	2023-08-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-09	2023-09-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-10	2023-10-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-11	2023-11-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2023-12	2023-12-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-01	2024-01-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-02	2024-02-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-03	2024-03-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-04	2024-04-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-05	2024-05-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-06	2024-06-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-07	2024-07-29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-08	2024-08-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-09	2024-09-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-10	2024-10-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-11	2024-11-25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2024-12	2024-12-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-01	2025-01-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-02	2025-02-24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-03	2025-03-31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-04	2025-04-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-05	2025-05-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-06	2025-06-30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
unknown	unknown	2025-07	2025-07-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
